Fecha,Precip_mm,Evap_mm,TMAX_C,TMIN_C
01/02/1959,0,3.5,36,23
02/02/1959,0,3.4,36,21
03/02/1959,0,3.7,35,20
04/02/1959,0,2.7,31,22
05/02/1959,0,3.2,35,19
06/02/1959,0,4.5,35,20
07/02/1959,0,4.5,36.5,20
08/02/1959,0,5.6,36.5,21
09/02/1959,0,6.3,35.5,23
10/02/1959,0,4.7,35,21
11/02/1959,0,7,37,22
12/02/1959,0,3.4,36.5,22
13/02/1959,0,5,35,21.5
14/02/1959,0,5.1,32,22
15/02/1959,0,2.7,36.5,22
16/02/1959,0,5.1,36.5,22
17/02/1959,0,5,36,22.5
18/02/1959,0,2.7,36,21.5
19/02/1959,0,4.4,30,22
20/02/1959,0,3.1,34.5,24.5
21/02/1959,0,4.7,35,21
22/02/1959,0,5.3,35.3,21
23/02/1959,0,4.8,35,22
24/02/1959,0,6.2,37,21
25/02/1959,0,5.6,36,22
26/02/1959,0,3.5,30,23
27/02/1959,0,6.7,36.5,24
28/02/1959,0,5.2,33.2,21.5
01/03/1959,0,7.7,36.5,22
02/03/1959,0,10,37,21
03/03/1959,0,2.6,36,20.5
04/03/1959,0,9.2,36.5,20
05/03/1959,0,6,36,20.5
06/03/1959,0,6,36.5,21
07/03/1959,0,3.6,37,22
08/03/1959,0,5.4,36.9,22.5
09/03/1959,0,4.6,37,22.5
10/03/1959,0,5.9,36,22.5
11/03/1959,0,6.3,36,23
12/03/1959,0,8.8,38,21.5
13/03/1959,0,8.7,37.5,23
14/03/1959,0,5.5,37,23
15/03/1959,0,6,36.5,23
16/03/1959,0,4.7,37.5,22
17/03/1959,0,4.1,35,23.5
18/03/1959,0,5.2,36.5,23.5
19/03/1959,0,5.5,38.2,22.5
20/03/1959,0,5.6,37,24
21/03/1959,0,4.9,36.5,23
22/03/1959,0,8.2,37,22.5
23/03/1959,0,12,28.5,22.5
24/03/1959,0,5.8,36.5,22.2
25/03/1959,0,4.9,37,23.5
26/03/1959,0,5.2,33,23
27/03/1959,0,5.1,36.5,22
28/03/1959,0,5.3,37,21
29/03/1959,0,9.7,37.5,20
30/03/1959,0,7.7,36.5,20
31/03/1959,0,5.6,38,23.5
01/04/1959,0,6,38,24
02/04/1959,0,6.7,38.5,23.5
03/04/1959,0,5.4,38,24
04/04/1959,0,4.2,36,24.5
05/04/1959,0,6.2,38,24.5
06/04/1959,0,6.5,38.5,32.5
07/04/1959,0,3.6,38.5,24
08/04/1959,0,8.5,36,23
09/04/1959,0,5.4,38.5,24
10/04/1959,0,4,39,23.5
11/04/1959,0,4.5,38,24
12/04/1959,0,5.5,38,26
13/04/1959,0,6.5,36,24.5
14/04/1959,0,5.1,34,24
15/04/1959,0,4.6,34.5,27
16/04/1959,0,5.7,40,25
17/04/1959,0,6.2,39,25
18/04/1959,0,4.9,38,25
19/04/1959,0,4.4,37.5,24
20/04/1959,0,6,38.5,26
21/04/1959,0,4.2,38,24.5
22/04/1959,0,5.9,38.5,25.5
23/04/1959,0,4.6,36,24
24/04/1959,0,4.3,37.5,24
25/04/1959,0,8.9,41.5,26
26/04/1959,0,6.9,40,23
27/04/1959,0,5.9,38,23
28/04/1959,0,5,40,23
29/04/1959,0,5.2,38,23.5
30/04/1959,0,8.4,38,23.5
01/05/1959,0,6.4,39.5,25
02/05/1959,76,10.1,38,26
03/05/1959,17.5,6.6,36,23.5
04/05/1959,1,8,38,24
05/05/1959,0,6.2,36,23.5
06/05/1959,3,9.7,34.5,24
07/05/1959,0,5.2,36.5,23.5
08/05/1959,0,6.6,37,21.5
09/05/1959,26,3.3,36.5,23.5
10/05/1959,0,6.1,35,23
11/05/1959,0,6.4,35,23
12/05/1959,0,4.2,37,23
13/05/1959,0,3.3,38,25
14/05/1959,0,8.4,37.5,24
15/05/1959,0,6,35,25
16/05/1959,0,6.3,38,23
17/05/1959,0,5.1,38.5,30.5
18/05/1959,5,8.4,37.5,32
19/05/1959,0,6,38,25
20/05/1959,0,7.9,37,26
21/05/1959,0,8.2,38,25.5
22/05/1959,0,9.7,38,22
23/05/1959,16,7.9,34.5,30.5
24/05/1959,0,9,36,23.5
25/05/1959,10,4.1,38,24
26/05/1959,15,9.5,34,23.5
27/05/1959,80,6.5,31.5,24
28/05/1959,13,9,36,22
29/05/1959,3,8.4,34,22
30/05/1959,0,8.6,35,23
31/05/1959,3,9,36,23
01/06/1959,0,NULO,34,23
02/06/1959,0,NULO,36,24.5
03/06/1959,18,NULO,38,25
04/06/1959,0,NULO,36,23
05/06/1959,19,NULO,36.5,24
06/06/1959,3,NULO,34.5,23.5
07/06/1959,0,NULO,34.5,24
08/06/1959,0,NULO,34,24
09/06/1959,20.2,NULO,36,24
10/06/1959,3.5,NULO,35,23
11/06/1959,17,NULO,34.5,23
12/06/1959,20,NULO,34.5,24
13/06/1959,0,NULO,34.5,24
14/06/1959,14,NULO,33.5,24
15/06/1959,16.5,NULO,29,22
16/06/1959,11.2,NULO,24,22
17/06/1959,1.5,NULO,29,22
18/06/1959,0,NULO,33,21
19/06/1959,0,NULO,26.5,23
20/06/1959,48.5,NULO,34,22
21/06/1959,4,NULO,32,22
22/06/1959,7.4,NULO,30.5,23
23/06/1959,2,NULO,34,22.5
24/06/1959,0,NULO,36,22
25/06/1959,8,NULO,35.5,23
26/06/1959,0,NULO,36,22.5
27/06/1959,0,NULO,34,23
28/06/1959,0,NULO,36,22.5
29/06/1959,1.5,NULO,29.5,23.5
30/06/1959,0,NULO,33,23
01/07/1959,3.5,6.6,35,24
02/07/1959,0,8.9,34,23
03/07/1959,0,5.7,36.5,23
04/07/1959,29.5,1.3,37,25
05/07/1959,7,2.2,35.5,22
06/07/1959,1,4.3,34,24
07/07/1959,0,3.2,36.5,23
08/07/1959,2,5.8,36,25
09/07/1959,0,4.2,35,23
10/07/1959,0,4.1,35.5,22
11/07/1959,0,2.9,34.5,23.5
12/07/1959,5,1.8,33,23.5
13/07/1959,0,3.3,36.5,23
14/07/1959,42.2,5.2,33,25
15/07/1959,70,4,36.5,22
16/07/1959,0,5,33,22
17/07/1959,2,7,36,22.5
18/07/1959,0,4,34.5,23.5
19/07/1959,55,3.8,34,23.5
20/07/1959,65,4,36.5,24.5
21/07/1959,60,4,34.5,22
22/07/1959,60,9,38,23
23/07/1959,5,5,34.5,24
24/07/1959,10.5,4.9,35,24
25/07/1959,0,4,35,22
26/07/1959,0,2,33,22
27/07/1959,42,2.1,35,24.5
28/07/1959,6,6.2,35,23
29/07/1959,15.5,1.3,33,23.5
30/07/1959,40,3.4,33,22.5
31/07/1959,4.5,6.7,36,22
01/08/1959,0,5.3,33,23.5
02/08/1959,2,2.6,35.5,23
03/08/1959,0,4.7,34.5,23
04/08/1959,33.5,6.5,36,23.5
05/08/1959,1.5,4.9,34,23
06/08/1959,29.5,4.8,35,24.5
07/08/1959,15.5,2.5,33,22
08/08/1959,0,4.3,34.5,22
09/08/1959,17,3.1,34.5,25
10/08/1959,4,7.3,37,24
11/08/1959,22.5,2.4,35,23
12/08/1959,0.5,2.2,35.5,24
13/08/1959,0,5.7,36,23
14/08/1959,35,4.2,35,25
15/08/1959,6.5,6.7,32,23
16/08/1959,35.5,0.2,36,25.5
17/08/1959,25.5,5.4,36,23
18/08/1959,0,5.6,36,22
19/08/1959,0,5,36,22.5
20/08/1959,0,4.1,36.5,25
21/08/1959,2.5,5,36.5,25
22/08/1959,14,3.3,32.5,24
23/08/1959,2,0.9,30,23
24/08/1959,0,4.3,35,23
25/08/1959,0,3.5,36,23.5
26/08/1959,15.5,5.3,35,23.5
27/08/1959,1,4.4,34.5,22
28/08/1959,28,4.6,34,24
29/08/1959,16.5,5.6,34,23
30/08/1959,0,4.4,34,21
31/08/1959,0,2.6,33,23.5
01/09/1959,0,4.6,34,23.5
02/09/1959,0,4.3,35,23.5
03/09/1959,28,3.2,33,25
04/09/1959,18,2.1,30,23
05/09/1959,14.5,5,35,22.5
06/09/1959,17,4.6,34.5,22
07/09/1959,0,3.5,35,24.5
08/09/1959,0,3.2,35,24
09/09/1959,2.5,4.6,36,24
10/09/1959,14,6,28,24.5
11/09/1959,0,3.3,35,22.5
12/09/1959,0,3.4,36,24
13/09/1959,75,3.9,35.5,24
14/09/1959,0,4.9,34,22.5
15/09/1959,0,3,35,23.5
16/09/1959,4,3.9,36,23
17/09/1959,0.9,2.2,35,23
18/09/1959,0,4.5,34.5,23
19/09/1959,0,2.9,33,24.5
20/09/1959,0,3,36,23.5
21/09/1959,0.3,2.8,35,23.5
22/09/1959,0,4.1,35,23.5
23/09/1959,5.5,2.6,35,25
24/09/1959,0.5,3.3,33.5,24
25/09/1959,10,2.8,35,23
26/09/1959,0,4.3,36,23.5
27/09/1959,0,2.6,35,25.5
28/09/1959,0,4,35,25
29/09/1959,42.5,6,36,24
30/09/1959,0,3.5,34,22
01/10/1959,2,2,35,24
02/10/1959,0,4.8,35,23
03/10/1959,0,4.1,35,24
04/10/1959,0,8,35,23
05/10/1959,0,4.2,34.5,22.5
06/10/1959,0,4.8,35,22.5
07/10/1959,0.5,6.4,33,24
08/10/1959,65.5,6.8,33.5,23.5
09/10/1959,0,4.8,33.5,23.5
10/10/1959,8,2.3,34.5,23.5
11/10/1959,25,4,35,22.5
12/10/1959,21.5,5.7,33.5,23
13/10/1959,1,2.6,31.5,23
14/10/1959,0,1.3,34,23.5
15/10/1959,32,4.6,33.5,23.5
16/10/1959,12.5,3.4,28.5,23
17/10/1959,41,5.6,28,23
18/10/1959,0,2.3,31,23
19/10/1959,0,3.5,28,22.5
20/10/1959,49,6.1,29.5,22.5
21/10/1959,15,0.8,30.5,22.5
22/10/1959,12.5,4.1,33.5,23
23/10/1959,0,3.3,33.5,23.5
24/10/1959,0,4,33.5,23.5
25/10/1959,0,3.7,31,23.5
26/10/1959,0,2.6,31.5,24
27/10/1959,0,4,34,23
28/10/1959,0,3.5,34.5,23
29/10/1959,0,2.8,34,23.5
30/10/1959,2.5,2.7,35.5,24
31/10/1959,0,3,28.5,23
01/11/1959,9.5,4.4,35,23
02/11/1959,0,3.2,33,22
03/11/1959,0,3.1,33.5,22
04/11/1959,0,2.5,35,23.5
05/11/1959,0,3.5,35,24
06/11/1959,0,7,34,23
07/11/1959,0,7,31,23
08/11/1959,0,5.4,32,25.5
09/11/1959,0,5.7,32,22
10/11/1959,0,6,34.5,27
11/11/1959,0,2.1,35,22
12/11/1959,10,3.5,35,22
13/11/1959,0,4.7,35,23
14/11/1959,0,3.3,34,23.5
15/11/1959,0,3.7,34,22.5
16/11/1959,0,3.6,35.5,22
17/11/1959,0,6.8,36,22.5
18/11/1959,0,7.6,31,24
19/11/1959,0,7.1,35,24
20/11/1959,0,3.4,34,23
21/11/1959,2,3.8,34.5,21.5
22/11/1959,0,3.4,34.5,21
23/11/1959,0,2,34.5,21.5
24/11/1959,0,5.5,34,21.5
25/11/1959,0,4.6,35,22
26/11/1959,0,2.5,30,22.5
27/11/1959,0,4.5,35,23
28/11/1959,0,4,31.5,22.5
29/11/1959,0,6.9,32,23
30/11/1959,0,4.4,34.5,23
01/12/1959,0,6.6,34.5,18.5
02/12/1959,0,7,33.5,24
03/12/1959,0,2.3,35,24
04/12/1959,0,3.7,33.5,21
05/12/1959,0,7.7,31.5,21
06/12/1959,0,3.6,34,20
07/12/1959,0,3.3,37,19
08/12/1959,0,4.3,33.5,20
09/12/1959,0,2.4,35,19.5
10/12/1959,0,5.7,35.5,22
11/12/1959,0,2.8,34.5,21.5
12/12/1959,0,4,34.5,21
13/12/1959,0,3.3,36,21.5
14/12/1959,0,6.9,34,20.5
15/12/1959,0,4,34.5,22.5
16/12/1959,0,3.8,35,21
17/12/1959,0,8.1,35,23
18/12/1959,0,8.6,31,25
19/12/1959,0,8.6,31,25
20/12/1959,0,6.6,33,23.5
21/12/1959,0,7.5,33,24
22/12/1959,0,4.7,34,24
23/12/1959,0,3.6,34.5,21
24/12/1959,0,4.3,36,20
25/12/1959,0,3.2,30.5,20
26/12/1959,0,4.7,35,22
27/12/1959,0,3.1,35,21.5
28/12/1959,0,3.2,35,20.5
29/12/1959,0,4.1,36,22
30/12/1959,0,4.4,36,22.5
31/12/1959,0,4.1,35,22
01/01/1960,0,5.3,35,21
02/01/1960,0,3.7,35.5,20.5
03/01/1960,0,3,35,21.5
04/01/1960,0,4.4,35,22.5
05/01/1960,0,3.8,34.5,22
06/01/1960,0,4,35,22
07/01/1960,0,3.4,34.5,22
08/01/1960,0,3.7,35,21.5
09/01/1960,0,3.6,36,23
10/01/1960,0,3.9,36,21.5
11/01/1960,0,3.4,35,21
12/01/1960,0,3.8,35,21
13/01/1960,0,4.8,35,22
14/01/1960,0,3.8,35,21
15/01/1960,0,4.8,36,21
16/01/1960,0,3.5,35.5,22
17/01/1960,0,4.6,35.5,22
18/01/1960,0,6.2,35,23
19/01/1960,0,8.5,33,22
20/01/1960,0,9.1,35,24.5
21/01/1960,0,8.4,34.5,26
22/01/1960,0,6,36,24
23/01/1960,0,5.9,33.5,19.5
24/01/1960,0,4.3,35,18.5
25/01/1960,0,4.2,36,18
26/01/1960,0,4.2,36,19
27/01/1960,0,4.6,36.5,20
28/01/1960,0,3.7,36,20
29/01/1960,0,10.8,36.5,21
30/01/1960,0,9.5,31.5,22.5
31/01/1960,0,3.2,35,22.5
01/02/1960,0,4.9,35.5,20
02/02/1960,0,4.6,33.5,19
03/02/1960,0,5.5,34,19
04/02/1960,0,3.7,34,19.5
05/02/1960,0,4.6,34,20.5
06/02/1960,0,4.2,35.5,18.5
07/02/1960,0,4.9,36.5,20.5
08/02/1960,0,4.6,36,20.5
09/02/1960,0,3.7,35,21.5
10/02/1960,0,5.7,35.5,21.5
11/02/1960,0,4.7,34.5,22
12/02/1960,0,3.2,33,20.5
13/02/1960,0,8.1,35,20
14/02/1960,0,5.8,35.5,22
15/02/1960,0,4.6,35.5,21
16/02/1960,0,5.5,35.5,19.5
17/02/1960,0,5.3,37,21
18/02/1960,0,8.4,33.5,19.5
19/02/1960,0,6.9,36.5,22.5
20/02/1960,0,6,38,20
21/02/1960,0,5.7,37,20
22/02/1960,0,4.8,37,21
23/02/1960,0,6.2,37.5,21.5
24/02/1960,0,5.2,37,22.5
25/02/1960,0,5.1,36.5,23
26/02/1960,0,5.9,37,21.5
27/02/1960,0,5.8,37.5,22
28/02/1960,0,6.6,37,22
29/02/1960,0,5.1,37.5,21.5
01/03/1960,0,5.9,38.5,22.5
02/03/1960,0,5.7,37.5,22.5
03/03/1960,0,8.3,39.5,22.5
04/03/1960,0,11.5,38.5,23.5
05/03/1960,0,4.9,37,22
06/03/1960,0,5.6,38,22
07/03/1960,0,7.9,39,24
08/03/1960,0,7.1,39,21.5
09/03/1960,0,6.3,38,23
10/03/1960,0,7,37,20.5
11/03/1960,0,6.7,37,19.5
12/03/1960,0,6.2,39.5,21
13/03/1960,0,5.8,39,21.5
14/03/1960,0,6.1,38,23
15/03/1960,0,6.8,37.5,23
16/03/1960,0,7.7,37.5,22
17/03/1960,0,6.3,37,23
18/03/1960,0,10,36,20
19/03/1960,0,8.6,36,23
20/03/1960,0,8.4,38.5,25.5
21/03/1960,0,6.2,36,26
22/03/1960,0,9,37.5,27
23/03/1960,0,6.1,37.5,20
24/03/1960,0,4.8,36,21.5
25/03/1960,0,4.3,37.5,21
26/03/1960,0,6.6,37,20
27/03/1960,0,3.6,36,21.5
28/03/1960,0,6.1,36.5,21
29/03/1960,0,6.1,38,20
30/03/1960,0,6,37,23
31/03/1960,0,6.6,37.5,23.5
01/04/1960,0,3.2,34,24
02/04/1960,0,7,36.5,23.5
03/04/1960,0,7,37,23
04/04/1960,0,9.5,34.5,23
05/04/1960,0,9.9,35.5,25
06/04/1960,0,6.4,38,25
07/04/1960,0,4.1,36.5,21.5
08/04/1960,0,5.1,37,23
09/04/1960,0,4.5,36.5,22
10/04/1960,0,4.9,37,22.5
11/04/1960,0,6.5,40,23
12/04/1960,0,5.4,38,23.5
13/04/1960,0,5.5,37.5,24
14/04/1960,0,6.1,38,24.5
15/04/1960,0,5.7,37.5,25
16/04/1960,4,4.8,36,25
17/04/1960,0,5.4,37,24
18/04/1960,0,5.7,37.5,23.5
19/04/1960,0,6,39,23
20/04/1960,10,5,38,25
21/04/1960,0,4.8,37,25
22/04/1960,0,3.9,36.5,26
23/04/1960,0,3.7,36.5,26
24/04/1960,0,6.5,37.5,25
25/04/1960,0,5.5,36.5,23.5
26/04/1960,0,5.3,37,23.5
27/04/1960,0,7.1,38,23.5
28/04/1960,0,7,37.5,24
29/04/1960,0,6.6,37,23.5
30/04/1960,0,7.2,37,24.5
01/05/1960,0,4.3,37,23
02/05/1960,0,6.8,37,23.5
03/05/1960,0,5.3,38,24.5
04/05/1960,0,7.3,39,26
05/05/1960,0,6.6,36,26
06/05/1960,0,7,38.5,22
07/05/1960,0,6.1,36.5,25
08/05/1960,0,5.3,38,22.5
09/05/1960,0,5,38.5,23
10/05/1960,0,6.3,39,24
11/05/1960,0,3.9,37.5,24
12/05/1960,0,4.8,37.5,23.5
13/05/1960,0,4.9,35.5,22.5
14/05/1960,0,5,38.5,22.5
15/05/1960,0,6,38.5,25
16/05/1960,0,5.7,39.5,23.5
17/05/1960,0,5.4,40,23
18/05/1960,0,4.8,37,25
19/05/1960,0,5.7,36.5,26
20/05/1960,0,6.1,38,25.5
21/05/1960,14,13.4,38,24.5
22/05/1960,2,4.9,35.5,24
23/05/1960,10.5,4.4,37,24.5
24/05/1960,4.5,7.4,35,23.5
25/05/1960,0,5.4,36,25
26/05/1960,8,4.1,36,24.5
27/05/1960,0,4.7,36.5,22.5
28/05/1960,3,6.2,35,25
29/05/1960,9,9,34,23
30/05/1960,0,4.1,34.5,24.5
31/05/1960,0,6.4,38,23
01/06/1960,0,6.5,36,24
02/06/1960,0,3.2,29.5,24
03/06/1960,7,4.3,36,24
04/06/1960,2,4.6,34,24.5
05/06/1960,2,3.7,36.5,24
06/06/1960,9.5,2.3,33.5,25
07/06/1960,47,3.4,30.5,24
08/06/1960,2,2.3,32,23
09/06/1960,0,3.8,31,24
10/06/1960,60,3.3,31.5,23
11/06/1960,3,1.7,32,22.5
12/06/1960,2,4.9,35.5,24
13/06/1960,1.5,3.7,35,24
14/06/1960,0,4.9,36,23.5
15/06/1960,63,5.7,36.5,24.5
16/06/1960,0,4.5,34,22.5
17/06/1960,0,5.4,35,23
18/06/1960,0,5.1,35,24
19/06/1960,0,4.9,35,24.5
20/06/1960,0,5,34.5,24
21/06/1960,48.5,5.5,35,24
22/06/1960,1,3.7,33.5,24.5
23/06/1960,0,3.5,33.5,24
24/06/1960,0,4.1,33.5,24
25/06/1960,21,4.6,34.5,24
26/06/1960,0,5,37,23.5
27/06/1960,2,3.5,34,23.5
28/06/1960,4.5,2.6,33.5,23
29/06/1960,29.5,5.5,33,24
30/06/1960,1,2.7,34,22
01/07/1960,9.5,4.5,36.5,23.5
02/07/1960,0,4.2,36.5,22
03/07/1960,30,4,35,25
04/07/1960,0,4.5,36,24
05/07/1960,2.5,4.2,36,24.5
06/07/1960,17,2.2,32.5,22.5
07/07/1960,6,2.5,34,23
08/07/1960,0,4.2,35,22.5
09/07/1960,4,3.7,33,22.5
10/07/1960,11,5.3,34.5,23
11/07/1960,1.5,4.3,33.5,23
12/07/1960,3,3.8,33,23
13/07/1960,5,8.6,34,23
14/07/1960,10,4.9,34.5,22.5
15/07/1960,43.5,5.6,34.5,23
16/07/1960,8,3.4,32,23
17/07/1960,1.5,3.2,32,23
18/07/1960,26.5,4,32,23
19/07/1960,0,3.4,32.5,22.5
20/07/1960,0,5.1,35.5,23
21/07/1960,1.5,4.7,35,24
22/07/1960,9,6,34,23
23/07/1960,0,5.5,35.5,22
24/07/1960,1.5,4.6,35.5,22.5
25/07/1960,21.5,7,36,23
26/07/1960,5,2.2,34.5,24
27/07/1960,57,2.2,33.5,23.5
28/07/1960,0,2.9,34.5,24
29/07/1960,0,4.2,32.5,24
30/07/1960,30,3.9,35,23
31/07/1960,0,3.9,35,23
01/08/1960,3,4.4,35,22.5
02/08/1960,0,4.6,35,21.5
03/08/1960,0,3,36,24
04/08/1960,2.5,3.9,36.5,25.5
05/08/1960,5.5,2.1,34,24
06/08/1960,4,3.2,34.5,23
07/08/1960,0,4.3,36,23.5
08/08/1960,7.5,3.9,40,24
09/08/1960,4,3.4,36,23.5
10/08/1960,0,5.6,36,24
11/08/1960,42,3.9,34,25
12/08/1960,9.5,2.7,32,23
13/08/1960,2.5,2.1,31.5,22.5
14/08/1960,33.5,3.4,32,22.5
15/08/1960,95,1.5,30,22.5
16/08/1960,28,1.2,29,22
17/08/1960,0,3.7,31.5,22.5
18/08/1960,6,2.5,33.5,23.5
19/08/1960,0,3.9,33,23
20/08/1960,13,4,35,23.5
21/08/1960,17,2.7,32,23.5
22/08/1960,0,6.7,33.5,23.5
23/08/1960,21,5,35,23
24/08/1960,0,4.7,33.5,23.5
25/08/1960,0,4.9,35.5,23.5
26/08/1960,1,3.6,35.5,24
27/08/1960,0,4.1,35,24.5
28/08/1960,10,1.9,35.5,22.5
29/08/1960,5.5,1.7,32,23
30/08/1960,5.5,2.2,32,23.5
31/08/1960,0,3.2,32,22.5
01/09/1960,0,2.1,35.5,22.5
02/09/1960,15.5,3.8,35.5,23
03/09/1960,0,3.9,33,22.5
04/09/1960,4.5,1.5,36,22.5
05/09/1960,15.5,1,33,23
06/09/1960,16,4,33,23.5
07/09/1960,0,5.2,35,23
08/09/1960,51,5.8,35.5,23.5
09/09/1960,35.5,4.6,33,24
10/09/1960,13.5,4.3,34.5,23
11/09/1960,0,3,33,23
12/09/1960,18,2.9,34,23
13/09/1960,0,5.1,35.5,21.5
14/09/1960,0,5.3,36.5,22.5
15/09/1960,0,4,36,24
16/09/1960,34.5,6,36,22.5
17/09/1960,14,3.4,33.5,23
18/09/1960,24,1.6,31.5,23
19/09/1960,5,3.5,34,23
20/09/1960,10.5,4.2,35,22.5
21/09/1960,1,3.4,35,22
22/09/1960,47.5,3.9,35.5,24.5
23/09/1960,3.5,4.4,34,23.5
24/09/1960,0,3.6,36.5,23.5
25/09/1960,42.5,4.9,35,22
26/09/1960,0,4.6,35,22.5
27/09/1960,0,4.7,36,24
28/09/1960,0,4.6,35.5,24
29/09/1960,0,4.7,36,23
30/09/1960,0,3.2,34.5,22.5
01/10/1960,25,5,36,22.5
02/10/1960,9,4.2,35,24.5
03/10/1960,3,4,36,22.5
04/10/1960,0,3.3,35,23
05/10/1960,25.5,4.6,35,24.5
06/10/1960,0,2.9,32.5,22
07/10/1960,0,4.1,34.5,23
08/10/1960,0,3.7,35.5,24
09/10/1960,22,3,35.5,24
10/10/1960,0,4.9,39,23.5
11/10/1960,0,2.6,34.5,20.5
12/10/1960,45,1.4,32,21.5
13/10/1960,6,5.7,34.5,23
14/10/1960,0,3.3,34.5,22.5
15/10/1960,0,4.8,36,24
16/10/1960,0,4,35.5,24.5
17/10/1960,45,3.2,34.5,24
18/10/1960,0,3.3,32,22
19/10/1960,2,3.6,34,23
20/10/1960,0,3.1,33,24.5
21/10/1960,4,3.3,35.5,24.5
22/10/1960,0,3.9,36,23.5
23/10/1960,0,4.1,36,23.5
24/10/1960,13.5,1.8,32,24.5
25/10/1960,11.5,2.6,31,23.5
26/10/1960,5.5,2.2,31,23
27/10/1960,40,2.5,32,22.5
28/10/1960,35,3.3,34.5,23
29/10/1960,27,2.4,36,22.5
30/10/1960,0,3.4,35,22
31/10/1960,0,3.3,37,23.5
01/11/1960,0,3,37,23.5
02/11/1960,0,3.6,34.5,23.5
03/11/1960,0,3.4,36.5,22.5
04/11/1960,0,3.1,37,22
05/11/1960,0,3.8,37,23
06/11/1960,0,4,34,22.5
07/11/1960,0,3.1,37,21.5
08/11/1960,0,4,35,22
09/11/1960,0,2.2,36.5,23
10/11/1960,0,4,35.5,22
11/11/1960,0,4.2,37,23
12/11/1960,0,3.8,37,22
13/11/1960,0,3.5,35,25.5
14/11/1960,0,2.8,37.5,21.5
15/11/1960,0,4.3,35.5,22
16/11/1960,0,4.7,37,22
17/11/1960,0,3.8,37,22
18/11/1960,0,4,36,22
19/11/1960,0,3.5,37,22.5
20/11/1960,0,4.2,35.5,22
21/11/1960,13.5,5,37,22
22/11/1960,0,4.2,33,22.5
23/11/1960,0,3.2,37,22
24/11/1960,0,3.1,37,21.5
25/11/1960,0,3.5,39,23.5
26/11/1960,0,3.2,37,23
27/11/1960,0,4.5,38,23.5
28/11/1960,0,3.2,37,22.5
29/11/1960,0,3.3,36,22
30/11/1960,0,4.1,37,23
01/12/1960,0,3.8,33.5,22
02/12/1960,0,4.2,36.5,25
03/12/1960,0,3.3,35,24.5
04/12/1960,0,4.1,37,20
05/12/1960,0,3.8,33,22
06/12/1960,0,4,36,21
07/12/1960,0,3.1,34,20
08/12/1960,0,4.1,37,19
09/12/1960,0,3.3,33.5,20
10/12/1960,0,4,35,19.5
11/12/1960,0,4.2,35.5,22
12/12/1960,0,3.8,34.5,21.5
13/12/1960,0,3.7,34.5,21
14/12/1960,0,3.4,36,21.5
15/12/1960,0,4.3,34,20.5
16/12/1960,0,4.7,34.5,22.5
17/12/1960,0,3.8,36,21
18/12/1960,0,3.3,35,23
19/12/1960,0,4.1,31,25
20/12/1960,0,4.2,33,23.5
21/12/1960,0,5,33,24
22/12/1960,0,4.2,34,24
23/12/1960,0,3.2,34.5,21
24/12/1960,0,3.1,36,20
25/12/1960,0,3.5,30.5,20
26/12/1960,0,3.2,35,22
27/12/1960,0,NULO,35,21.5
28/12/1960,0,NULO,35,20.5
29/12/1960,0,NULO,36,22
30/12/1960,0,NULO,36,22.5
31/12/1960,0,NULO,36,24
01/01/1961,0,NULO,34.5,19
02/01/1961,0,NULO,35,23
03/01/1961,0,NULO,35,23
04/01/1961,0,NULO,37,24
05/01/1961,0,NULO,37.5,21.5
06/01/1961,0,NULO,36,23.5
07/01/1961,0,NULO,35.5,23.5
08/01/1961,0,NULO,37,21
09/01/1961,0,NULO,37,22.5
10/01/1961,0,NULO,34.5,22.5
11/01/1961,0,NULO,35.5,21
12/01/1961,0,NULO,35.5,20
13/01/1961,0,NULO,35,22.5
14/01/1961,0,NULO,36,22
15/01/1961,0,NULO,36.5,21.5
16/01/1961,0,NULO,37,22.5
17/01/1961,0,NULO,36.5,22
18/01/1961,0,NULO,35,20
19/01/1961,0,NULO,37,21.5
20/01/1961,0,NULO,35.5,22
21/01/1961,0,NULO,35.5,24.5
22/01/1961,0,NULO,34.5,22
23/01/1961,0,NULO,35,19.5
24/01/1961,0,NULO,37,21
25/01/1961,0,NULO,35,21
26/01/1961,0,NULO,36,19.5
27/01/1961,0,NULO,35,22
28/01/1961,0,NULO,36,21.5
29/01/1961,0,NULO,35,20
30/01/1961,0,NULO,33,22
31/01/1961,0,NULO,35.5,24
01/02/1961,0,NULO,33.5,22.5
02/02/1961,0,NULO,34,22.5
03/02/1961,0,6,33.5,22
04/02/1961,0,3.8,36,22
05/02/1961,0,4.8,39,22
06/02/1961,0,6.1,34,21.5
07/02/1961,0,5.1,35,20.5
08/02/1961,0,5.6,35,20
09/02/1961,0,3,35,22
10/02/1961,0,5.9,35.5,22
11/02/1961,0,3.4,35.5,22.5
12/02/1961,0,9.7,36,22
13/02/1961,0,3.7,35.5,19.5
14/02/1961,0,4.1,35,18.5
15/02/1961,0,4.1,35.5,21
16/02/1961,0,3.1,35,21
17/02/1961,0,3.9,36.5,23
18/02/1961,0,4.1,36.5,23
19/02/1961,0,4.3,35.5,22
20/02/1961,0,4.6,35,22
21/02/1961,0,4.1,35.5,22.5
22/02/1961,0,3,36,22
23/02/1961,0,3.8,35,24
24/02/1961,0,5.1,35,23.5
25/02/1961,0,4.9,35.5,22
26/02/1961,0,4.1,36.5,22
