Fecha,Precip_mm,Evap_mm,TMAX_C,TMIN_C
22/06/2001,26.5,5.23,34.5,23
23/06/2001,2.8,3.74,33.5,22.5
24/06/2001,10.2,3.2,34.5,23
25/06/2001,0,5.01,35,21
26/06/2001,0,4.84,34.5,23
27/06/2001,0,5.65,35.5,23
28/06/2001,0,5.31,35.5,23.5
29/06/2001,0,5.75,35.5,23.5
30/06/2001,15,3.5,34.5,24
01/07/2001,0,3.4,34.5,23
02/07/2001,58.1,3.8,34.5,23
03/07/2001,0,5.24,35.5,23
04/07/2001,0,4.52,35.5,23
05/07/2001,0,5.28,36.5,24
06/07/2001,0.4,4.26,35,23
07/07/2001,0,4.34,35,22.5
08/07/2001,4.5,2.74,35,23
09/07/2001,2.5,1.91,33.5,22.5
10/07/2001,10,1.93,33.5,23
11/07/2001,31.2,1.18,32.5,22.5
12/07/2001,0,4.08,32,22.5
13/07/2001,0,3.66,33,23
14/07/2001,1.1,5.08,34.5,23.5
15/07/2001,9.5,3.41,35,23
16/07/2001,1.2,4.45,33,22.5
17/07/2001,2.6,4.22,34.5,22.5
18/07/2001,18.3,2.78,34.5,23
19/07/2001,0,4.82,34.5,22.5
20/07/2001,31,2.01,34,23
21/07/2001,6.7,2.53,32.5,21.5
22/07/2001,2.2,4.83,34,22.5
23/07/2001,2.5,3.39,33.5,23
24/07/2001,0,4.65,34.5,23
25/07/2001,0,4.58,34,23.5
26/07/2001,4.3,3.06,34.5,24
27/07/2001,4.2,4.46,34.5,22.5
28/07/2001,32,2.45,34,22.5
29/07/2001,0,3.45,33.5,21.5
30/07/2001,8.2,2.47,33.5,23
31/07/2001,0,4.23,34,21.5
01/08/2001,1.2,3.67,34.5,22
02/08/2001,14.5,2.3,34.5,22
03/08/2001,3.6,4,35,22.5
04/08/2001,4.2,3.66,34.5,22.5
05/08/2001,16.8,1.62,33.5,23
06/08/2001,11.8,4.02,34,22
07/08/2001,0.3,4.66,35,22.5
08/08/2001,5.8,3.99,35,22
09/08/2001,0,4.28,34.5,22
10/08/2001,35.2,3.37,34,22.5
11/08/2001,1.5,3.48,34,22.5
12/08/2001,4.8,3.09,34.5,22.5
13/08/2001,0,5.11,35.5,22.5
14/08/2001,14.7,3.09,34,22.5
15/08/2001,16,1.79,34,23.5
16/08/2001,0,5.12,35.5,21.5
17/08/2001,0,4.3,35,23
18/08/2001,0,6.4,36,24
19/08/2001,0,4,36,24
20/08/2001,0,5.24,35.5,24
21/08/2001,0.6,1.76,34,24.5
22/08/2001,10,1.04,33.5,24
23/08/2001,13.2,1.86,33.5,22.5
24/08/2001,52.3,1.2,32.5,23
25/08/2001,0,4.71,34,22.5
26/08/2001,2.5,4,35,23
27/08/2001,0.01,4.54,35,23.5
28/08/2001,20,1.36,32.5,23.5
29/08/2001,9.4,4.47,34,23
30/08/2001,4.6,5.53,35,23
31/08/2001,0.01,4.1,34,23
01/09/2001,0.3,5.32,34.5,22.5
02/09/2001,7.1,1.64,32.5,23.5
03/09/2001,4.7,3.76,35,22.5
04/09/2001,6.8,2.88,34,22.5
05/09/2001,20,2.02,33,22.5
06/09/2001,1,3.78,33,22.5
07/09/2001,1.8,2.42,33,23
08/09/2001,49,0.78,30.5,22.5
09/09/2001,14.3,0.22,29.5,22.5
10/09/2001,3.8,2.63,33,22
11/09/2001,0,4.2,33.5,22
12/09/2001,0.6,3.96,34,22.5
13/09/2001,28.8,0.76,34.5,23
14/09/2001,12.8,2.48,33.5,22.5
15/09/2001,3.4,2.4,33.5,22.5
16/09/2001,11,1.55,33,22
17/09/2001,12.4,2.1,32,22
18/09/2001,0,4.99,34,22
19/09/2001,1.4,3.18,34.5,23.5
20/09/2001,2,4.32,36,22.5
21/09/2001,10,1.62,33,22.5
22/09/2001,0.3,2.09,30.5,22.5
23/09/2001,7,0.79,30,23
24/09/2001,0,2.08,31,22
25/09/2001,1.5,4.25,33,21
26/09/2001,27,1.85,32.5,21.5
27/09/2001,65.5,2.86,32.5,22.5
28/09/2001,26,1.6,31,22.5
29/09/2001,0.01,0.4,32.5,22.5
30/09/2001,0,3.52,32.5,22.5
01/10/2001,0,5.31,34.5,21.5
02/10/2001,0,5.53,34,21.5
03/10/2001,0.5,4.02,34.5,22
04/10/2001,0,5.1,35.5,22.5
05/10/2001,21.5,4.5,35,23.5
06/10/2001,0.5,2.91,34.5,23
07/10/2001,0,4.04,34,24
08/10/2001,0.01,3.52,37,24
09/10/2001,12.8,1.66,26.5,23.5
10/10/2001,0,2.68,32.5,23
11/10/2001,26.1,2.42,34.5,23
12/10/2001,28.1,4.1,34,23.5
13/10/2001,0.01,2.17,32.5,23
14/10/2001,32.5,2.5,34.5,22.5
15/10/2001,0,4.58,34,22.5
16/10/2001,0.01,3.42,35,23.5
17/10/2001,0,3.16,34,22.5
18/10/2001,0,4.84,34.5,23.5
19/10/2001,0,4.32,34.5,22.5
20/10/2001,0,4.32,34.9,22.5
21/10/2001,0,3.84,34.5,23
22/10/2001,27.8,2.32,33.5,23
23/10/2001,0.8,2.6,33.5,23
24/10/2001,12.2,1.2,32.5,22.5
25/10/2001,9.4,2.6,34,22.5
26/10/2001,2.5,3.18,34,23
27/10/2001,0,3.74,34,23.5
28/10/2001,0,8.92,33.5,24
29/10/2001,0,8.2,31.5,26
30/10/2001,0,4.29,33.5,26
31/10/2001,0,NULO,36,23.5
01/11/2001,0,4.95,35.5,22
02/11/2001,0,4.76,35,21.5
03/11/2001,0,4.57,35.5,21
04/11/2001,0,3.33,33.5,21.5
05/11/2001,0,5.85,36,20.5
06/11/2001,0,4.45,36,19.5
07/11/2001,0,4.86,34.5,19.5
08/11/2001,0,5.34,35,20
09/11/2001,0,7.22,35,20
10/11/2001,0,9.28,34,22
11/11/2001,0,5.72,35,20.5
12/11/2001,0,5.04,35.5,20.5
13/11/2001,0,4.14,35,19
14/11/2001,0,4.3,35,20
15/11/2001,0,3.8,35,19.5
16/11/2001,0,4,35,22
17/11/2001,0,5.25,36,20.5
18/11/2001,0,6.75,35,19.5
19/11/2001,0,5,35,20.5
20/11/2001,0,5.25,35,20
21/11/2001,0,3.65,35,19.5
22/11/2001,0,4.32,35,21
23/11/2001,0,4.38,35,19.5
24/11/2001,0,4.14,34.5,20.5
25/11/2001,0,3.51,34,19
26/11/2001,0,4.3,35,20.5
27/11/2001,0,4.45,35,23.5
28/11/2001,0,4.4,34.5,21.5
29/11/2001,0,2.4,33,22
30/11/2001,0,3.1,34,22.5
01/12/2001,0,3.28,33.5,23
02/12/2001,0,3.32,33,21.5
03/12/2001,0,4.5,35.5,19.5
04/12/2001,0,6.66,34,20.5
05/12/2001,0,4.2,35.5,20.5
06/12/2001,0,4.86,35.5,20
07/12/2001,0,4.28,35.5,19
08/12/2001,0,4,35,20.5
09/12/2001,0,5.62,35.5,20
10/12/2001,0,7.68,35,21.5
11/12/2001,0,5.79,36.5,18.5
12/12/2001,0,5,35.5,21.5
13/12/2001,0,4.67,35,22
14/12/2001,0,4.33,35,22
15/12/2001,0,4,35,21
16/12/2001,NULO,NULO,NULO,NULO
01/01/2002,0,NULO,36,21.5
02/01/2002,0,8.8,35,20
03/01/2002,0,8.75,33,23
04/01/2002,0,4.73,35.5,21
05/01/2002,0,3.54,35,20.5
06/01/2002,0,6.94,34,21
07/01/2002,0,8.74,33,21
08/01/2002,0,7.19,33,23.5
09/01/2002,0,4.78,35,17.5
10/01/2002,0,4.23,34.5,19
11/01/2002,0,4.68,34.5,19
12/01/2002,0,4.62,34,18.5
13/01/2002,0,3.35,35,19
14/01/2002,0,4.17,34.5,18
15/01/2002,0,4.48,35.5,19
16/01/2002,0,5.67,36,19.5
17/01/2002,0,4.42,35,20
18/01/2002,0,4.97,35.5,21
19/01/2002,0,4.94,35,19.5
20/01/2002,0,4.7,36,20
21/01/2002,0,3.62,36,20.5
22/01/2002,0,4.8,35,21.5
23/01/2002,0,4.33,35,21.5
24/01/2002,0,5.55,35.5,22
25/01/2002,0,8.85,38,21
26/01/2002,0,5.37,36.5,23
27/01/2002,0,4.78,36,19.5
28/01/2002,0,5.77,37.5,19.5
29/01/2002,0,5.2,35,21
30/01/2002,0,5.33,35,20.5
31/01/2002,0,4.47,35,20
01/02/2002,0,4.72,35,20
02/02/2002,0,12.15,37,22
03/02/2002,0,6.93,38,24.5
04/02/2002,0,5.15,36.5,19
05/02/2002,0,4.6,35,21
06/02/2002,0,5.5,34,21.5
07/02/2002,0,9.25,35.5,20.5
08/02/2002,0,8.25,33,22
09/02/2002,0,5.82,35,20.5
10/02/2002,0,7.18,36,21
11/02/2002,0,12.16,29,23
12/02/2002,0,8.01,36,24
13/02/2002,0,6.54,36,19.5
14/02/2002,0,6.46,36.5,21
15/02/2002,0,5.4,35.5,20
16/02/2002,0,5.65,35.5,20
17/02/2002,0,6.55,38,19
18/02/2002,0,5.55,36,20
19/02/2002,0,5.55,36,22
20/02/2002,0,6.04,36.5,21.5
21/02/2002,0,5.88,37,21
22/02/2002,0,11.38,36.5,22.5
23/02/2002,0,10,32.5,22.5
24/02/2002,0,3.25,34.5,21
25/02/2002,0,5.95,36,19.5
26/02/2002,0,8.12,35.5,20
27/02/2002,0,8.03,35,22.5
28/02/2002,0,NULO,35,20.5
01/05/2002,0,4.32,35.5,24
02/05/2002,0,6.07,35.5,24
03/05/2002,0,5.11,35.5,24.5
04/05/2002,0,4.7,35.5,25
05/05/2002,0,5.46,36,24
06/05/2002,0,6.44,37,25
07/05/2002,20,4.72,37,23.5
08/05/2002,0,4.53,35,24.5
09/05/2002,12,3.58,35.5,24.5
10/05/2002,0,4.77,35,25
11/05/2002,7.3,4.35,35.5,24.5
12/05/2002,0,5.14,36,24.5
13/05/2002,0.3,5.21,36,25
14/05/2002,0,6.15,36.5,24.5
15/05/2002,0,5.8,37.5,24.5
16/05/2002,0.5,5.29,36.5,25
17/05/2002,39,3.22,37,24.5
18/05/2002,1,5.13,37,22.5
19/05/2002,0,5.23,35.5,24
20/05/2002,0,5.56,36,24.5
21/05/2002,0,5.24,36,25
22/05/2002,0,3.87,35,24
23/05/2002,0,5,34.5,22.5
24/05/2002,10.5,4.1,36,23
25/05/2002,0,4.4,35,24
26/05/2002,0,4.73,35,24.5
27/05/2002,7.3,2.59,34,24.5
28/05/2002,1.4,4.28,34.5,23.5
29/05/2002,6.8,1.55,31.5,24
30/05/2002,3.7,2.92,32,22.5
31/05/2002,0.01,5.07,33.5,22.5
01/06/2002,0.01,3.43,33,23.5
02/06/2002,43.5,1.11,32,22
03/06/2002,26.4,0.4,23.5,21.5
04/06/2002,27,0.5,29,21
05/06/2002,12,1.74,32.5,21
06/06/2002,40,1.26,31.5,22.5
07/06/2002,47.8,1.8,32,22.5
08/06/2002,0,2.43,31,22
09/06/2002,1.2,4.2,33.5,22.5
10/06/2002,3,4.59,34,23
11/06/2002,27.3,0.59,34,23
12/06/2002,0,2.87,30.5,23
13/06/2002,0,4.83,35,22.5
14/06/2002,0.3,5.72,34,22.5
15/06/2002,15.5,2.27,35,23.5
16/06/2002,0,4.5,34.5,23
17/06/2002,1,3.51,34.5,23
18/06/2002,0,4.72,35,23.5
19/06/2002,5.7,1.04,31.5,23.5
20/06/2002,21,1,28,22.5
21/06/2002,0,4.66,35.5,22
22/06/2002,0.5,3.19,35,23.5
23/06/2002,0,4.59,35,23
24/06/2002,48.5,1.22,36,23.5
25/06/2002,0,4.05,35.5,22.5
26/06/2002,1,2.45,33.5,23
27/06/2002,35.8,2.3,34,23
28/06/2002,1.2,1.4,30.5,22.5
29/06/2002,5.3,5.25,35,22.5
30/06/2002,0.3,3.6,35.5,23
01/07/2002,24.5,1.96,35,23
02/07/2002,0.3,3.42,35.5,23.5
03/07/2002,1.5,1.66,31.5,24
04/07/2002,21,4.22,35.5,23
05/07/2002,21,2.01,35,22.5
06/07/2002,0,3.42,33.5,22.5
07/07/2002,13,2.4,35,24
08/07/2002,35.5,1.1,34,23
09/07/2002,0,4,34,23
10/07/2002,10.8,2.8,34.5,23.5
11/07/2002,62.5,3.17,35,22
12/07/2002,4.3,3.08,34,23
13/07/2002,60,2.7,32,23
14/07/2002,0,3.49,34.5,22
15/07/2002,0,3.64,36,22.5
16/07/2002,2.3,4.8,35.5,22.5
17/07/2002,36.8,1.8,32,22.5
18/07/2002,0,2,33,22
19/07/2002,0,4,34.5,22
20/07/2002,30.5,1.5,34,23.5
21/07/2002,24.5,1,30.5,23.5
22/07/2002,11.8,2,33,21.5
23/07/2002,0,2.8,33.5,22.5
24/07/2002,0,4,34.5,23
25/07/2002,7.7,3.4,35.5,23
26/07/2002,16.4,2.7,35.5,23
27/07/2002,32.3,1.15,34.5,23
28/07/2002,11.2,1.75,33,22
29/07/2002,2.2,3,35,23
30/07/2002,8.8,2.96,34,22
31/07/2002,1.5,3.49,33.5,22.5
01/08/2002,5,3.05,35,23
02/08/2002,3,3.2,35,23.5
03/08/2002,6,3.9,35,22.5
04/08/2002,0,5.6,34.5,22.5
05/08/2002,0,4.8,36,23.5
06/08/2002,0,5.1,36,23.5
07/08/2002,14.2,4.3,36,23
08/08/2002,0,2.4,34,23
09/08/2002,0,4.6,36,22.5
10/08/2002,8,4.42,35.5,23.5
11/08/2002,4.8,1.84,33.5,23
12/08/2002,5.3,4.32,35.5,23
13/08/2002,2.2,3.79,35.5,23
14/08/2002,1,6.28,36,23.5
15/08/2002,10.5,2.07,36,24
16/08/2002,0,3.85,35,24
17/08/2002,0,4.15,36,24
18/08/2002,26.3,0.85,32.5,24.5
19/08/2002,1.8,4.51,34,22
20/08/2002,29.3,2.04,33.5,22
21/08/2002,0,4.67,34.5,22.5
22/08/2002,6,1.63,33.5,23.5
23/08/2002,36.3,2,34.5,23.5
24/08/2002,17.2,1.6,34,22
25/08/2002,4.2,3.28,34,21.5
26/08/2002,6.6,2.52,32.5,21.5
27/08/2002,50.8,2.08,33,23
28/08/2002,0,3.68,32,22.5
29/08/2002,40,2,31,22
30/08/2002,5.7,4.38,34,20
31/08/2002,52,2.2,33.5,23
01/09/2002,33.7,0.75,30.5,22.5
02/09/2002,0,0.47,32,22.5
03/09/2002,1,2,33,22.5
04/09/2002,34.8,2.53,33.5,22.5
05/09/2002,1.8,4.75,34,22
06/09/2002,0,4.33,34.5,22.5
07/09/2002,0.5,4.52,35,23
08/09/2002,0.01,4.7,35.5,23.5
09/09/2002,2.8,4.04,35,23
10/09/2002,0,4.55,34.5,23
11/09/2002,3.2,2.31,33,23
12/09/2002,87.9,2.9,33.5,23
13/09/2002,7.8,2,33,22
14/09/2002,4.4,3.27,34.5,22.5
15/09/2002,1.5,3.84,34.5,23
16/09/2002,11.8,3.32,34.5,23
17/09/2002,52.8,3.4,34,22.5
18/09/2002,0.01,3.98,34,22.5
19/09/2002,19,1.36,32,22
20/09/2002,71,0.25,27,23
21/09/2002,133.2,0.2,27.5,22
22/09/2002,8.6,2.24,32,21.5
23/09/2002,32.6,1.46,31,22
24/09/2002,132.2,0.15,25.5,21
25/09/2002,4.2,1.59,27.5,21.5
26/09/2002,1.8,3.16,29.5,22
27/09/2002,0,2,33,22.5
28/09/2002,4.2,1.3,31.5,22.5
29/09/2002,21.7,0.88,33.5,22.5
30/09/2002,2.8,2.47,34.5,22.5
01/10/2002,37,1.72,33.5,23
02/10/2002,2.5,1.13,34,23
03/10/2002,3,2.12,34,23
04/10/2002,1.5,3.2,34,22
05/10/2002,0.01,5.28,35,22
06/10/2002,5.2,2.62,34,23
07/10/2002,30.3,4.06,34.5,23
08/10/2002,17.5,3.32,35,23
09/10/2002,0.01,4.38,34,23
10/10/2002,0.01,4.49,34.5,23
11/10/2002,0,3.81,35,23.5
12/10/2002,0,4.56,35,23.5
13/10/2002,0,4.78,35.5,24
14/10/2002,0,4.66,35.5,22
15/10/2002,0,4.81,34.5,23
16/10/2002,0,3.96,35,23
17/10/2002,0,4.03,35,23.5
18/10/2002,0,4.7,35.5,24
19/10/2002,33.3,0.8,35,23
20/10/2002,0.2,4.27,34.5,22.5
21/10/2002,0.7,2.33,33,22.5
22/10/2002,0,3.88,33,23.5
23/10/2002,56,3.62,34,23
24/10/2002,0,3.98,35,22
25/10/2002,0,4.4,35,22.5
26/10/2002,0,4.43,35.5,23.5
27/10/2002,23.8,1.09,33,24
28/10/2002,0,2,32,23
29/10/2002,0,4,33.5,23
30/10/2002,17.5,3.5,33.5,23
31/10/2002,48.5,3.27,33,22.5
01/11/2002,45.2,2.7,32,21
02/11/2002,0.01,3.67,32,22
03/11/2002,0,3.7,34,23
04/11/2002,1,4.11,34,22.5
05/11/2002,0,5.02,34,22
06/11/2002,0,4.78,35.5,23
07/11/2002,0,5.89,33,25
08/11/2002,0,4.75,35,22
09/11/2002,0,2.28,33.5,22.5
10/11/2002,1,3.92,35,22.5
11/11/2002,0,3.66,34.5,22
12/11/2002,0,2.82,34.5,22.5
13/11/2002,0,6.92,34.5,22
14/11/2002,0,3.48,35.5,21.5
15/11/2002,0,4.02,35,22
16/11/2002,0,8.35,34,22
17/11/2002,0,9.15,30,24.5
18/11/2002,0,4.44,35,23
19/11/2002,0,6.76,32.5,20
20/11/2002,0,5.27,32,21
21/11/2002,0,10.98,31.5,22.5
22/11/2002,0,9.15,31,23.5
23/11/2002,0,7.13,33,23.5
24/11/2002,0,3.87,34.5,19
25/11/2002,0,4.25,35.5,21
26/11/2002,0,3.59,36.5,21
27/11/2002,0,5.72,37,20.5
28/11/2002,0,9.15,35.5,24
29/11/2002,0,4.39,37.5,27
30/11/2002,0,4.34,38,22
01/12/2002,63.2,6.82,35.5,21
02/12/2002,0,NULO,NULO,NULO
03/12/2002,0,NULO,NULO,NULO
04/12/2002,0,NULO,NULO,NULO
05/12/2002,0,NULO,NULO,NULO
06/12/2002,0,NULO,NULO,NULO
07/12/2002,0,NULO,NULO,NULO
08/12/2002,0,NULO,NULO,NULO
09/12/2002,0,NULO,NULO,NULO
10/12/2002,0,NULO,NULO,NULO
11/12/2002,0,NULO,NULO,NULO
12/12/2002,0,NULO,NULO,NULO
13/12/2002,0,NULO,NULO,NULO
14/12/2002,0,NULO,NULO,NULO
15/12/2002,0,NULO,NULO,NULO
16/12/2002,0,NULO,NULO,NULO
17/12/2002,0,NULO,NULO,NULO
18/12/2002,0,NULO,NULO,NULO
19/12/2002,0,NULO,NULO,NULO
20/12/2002,0,NULO,NULO,NULO
21/12/2002,0,NULO,NULO,NULO
22/12/2002,0,NULO,NULO,NULO
23/12/2002,0,NULO,NULO,NULO
24/12/2002,0,NULO,NULO,NULO
25/12/2002,0,NULO,NULO,NULO
26/12/2002,0,NULO,NULO,NULO
27/12/2002,0,NULO,NULO,NULO
28/12/2002,0,NULO,NULO,NULO
29/12/2002,0,NULO,NULO,NULO
30/12/2002,0,NULO,NULO,NULO
31/12/2002,0,NULO,NULO,NULO
01/01/2003,0,NULO,35.5,21
02/01/2003,0,6.7,34.5,21.5
03/01/2003,0,9.66,32.5,23.5
04/01/2003,0,5.89,36.5,25
05/01/2003,0,4.18,36.5,19.5
06/01/2003,0,7.4,34,20
07/01/2003,0,12.3,34,21.5
08/01/2003,0,8.58,34.5,17
09/01/2003,0,4.27,35,19.5
10/01/2003,0,5.65,37,21
11/01/2003,0,4.18,36,19.5
12/01/2003,0,4.44,36,19.5
13/01/2003,0,8.33,35.5,19
14/01/2003,0,11.7,33.5,21
15/01/2003,0,6.3,34,20
16/01/2003,0,5.52,35.5,19
17/01/2003,0,9.7,34.5,21
18/01/2003,0,7.33,35,23.5
19/01/2003,0,6.2,34.5,22
20/01/2003,0,5,37,22.5
21/01/2003,0,4.85,35.5,19.5
22/01/2003,0,5.66,35.5,20
23/01/2003,0,7.82,36,19
24/01/2003,0,7.54,34.5,22
25/01/2003,0,5.38,36,20
26/01/2003,0,5.3,35,18
27/01/2003,0,13.6,34,20.5
28/01/2003,0,6.84,37,26
29/01/2003,0,4.56,35.5,19
30/01/2003,0,NULO,35.5,18.5
31/01/2003,0,6.52,36.5,19.5
01/02/2003,0,7.38,35,20.5
02/02/2003,0,4.7,35.5,20
03/02/2003,0,6.25,35.5,20.5
04/02/2003,0,4.05,37.5,20
05/02/2003,0,5,36,19.5
06/02/2003,0,4.71,36,21
07/02/2003,0,5.79,39,21.5
08/02/2003,0,5.72,37,20
09/02/2003,0,5.6,35.5,22
10/02/2003,0,3.86,36,21.5
11/02/2003,0,4.62,35.5,21
12/02/2003,0,6.77,38,20.5
13/02/2003,0,5.4,38,20
14/02/2003,0,6.08,36,22
15/02/2003,0,6.25,34.5,21
16/02/2003,0,4.36,36.5,21.5
17/02/2003,0,8.04,37,22
18/02/2003,0,6.5,37.5,20
19/02/2003,0,5.92,36.5,21.5
20/02/2003,0,5.63,35.5,21.5
21/02/2003,0,5.65,35,21
22/02/2003,0,6.45,35,22
23/02/2003,0,4.91,35,21.5
24/02/2003,0,6.54,36,21
25/02/2003,0,6,38,21.5
26/02/2003,0,5.8,37,21.5
27/02/2003,0,5.58,35.5,20.5
28/02/2003,0,5.18,34.5,20
01/03/2003,0,6.34,35.5,22
02/03/2003,0,5.66,36,21.5
03/03/2003,0,5.7,35.5,21
04/03/2003,0,5.58,36,20.5
05/03/2003,0,6.12,36,21.5
06/03/2003,0,6.49,36,22
07/03/2003,0,6.61,36,22
08/03/2003,0,5.95,36.5,22.5
09/03/2003,0,5.85,37,23
10/03/2003,0,6.75,37,21.5
11/03/2003,0,6.5,36,23
12/03/2003,0,6.8,36.5,23
13/03/2003,0,6.5,36.5,23
14/03/2003,29.2,2.85,36,22.5
15/03/2003,10.5,2.75,33.5,22
16/03/2003,0.01,4.75,34,22.5
17/03/2003,0,6,33.5,22
18/03/2003,0,6.63,34,22
19/03/2003,0,5.27,34,21
20/03/2003,0,6,34,21.5
21/03/2003,0,5.8,33,19.5
22/03/2003,0,4.38,33,21.5
23/03/2003,0,5.92,35.5,22.5
24/03/2003,0,7.1,36,21.5
25/03/2003,0,6.35,37,24
26/03/2003,0,4.77,35.5,22
27/03/2003,0,6.3,36,21.5
28/03/2003,0,6.17,35.5,22.5
29/03/2003,0,9.03,36,21
30/03/2003,0,13.98,31.5,24.5
31/03/2003,0,13.95,32,24
01/04/2003,0,8.47,36.5,23
02/04/2003,0,8.77,37,19.5
03/04/2003,0,6.2,38,20
04/04/2003,0,7.47,37,23
05/04/2003,0,7.04,38,23
06/04/2003,0,8,37,23
07/04/2003,0,6.22,37.5,23
08/04/2003,0,6.8,37.5,23
09/04/2003,0,12.06,37.5,24
10/04/2003,0,9.84,37.5,25.5
11/04/2003,0,6.32,37,22
12/04/2003,0,6.78,36.5,23
13/04/2003,0,6.64,37,23
14/04/2003,0,6.26,36.5,24
15/04/2003,0.7,5.45,36,24
16/04/2003,0,5.78,37,24.5
17/04/2003,0,6.13,37,22.5
18/04/2003,0,6.1,36.5,23.5
19/04/2003,0,5.98,37,23.5
20/04/2003,0,6.04,36.5,22.5
21/04/2003,4,4.1,35.5,23
22/04/2003,0,4.22,36,23.5
23/04/2003,14.2,4.39,37,24
24/04/2003,0,3.92,34,23.5
25/04/2003,0,6,36.5,24
26/04/2003,0,6,36.5,23
27/04/2003,0,5.5,36.5,23
28/04/2003,0,5.75,36.5,23.5
29/04/2003,0,6.09,37,24
30/04/2003,0,6.16,37,24
01/05/2003,0,6.5,37.5,24.5
02/05/2003,0,6.87,37.5,24
03/05/2003,0,5.85,38,25
04/05/2003,0,6.2,38,25
05/05/2003,15.8,4.3,38,25.5
06/05/2003,0,5.56,35.5,23.5
07/05/2003,0,5.68,36.5,24.5
08/05/2003,0,5.59,36,25
09/05/2003,0,4.28,34,26
10/05/2003,3.8,3,35,25
11/05/2003,0,6.09,35.5,25
12/05/2003,0,3.74,35,23.5
13/05/2003,0,1.97,31,23.5
14/05/2003,8.8,2.99,37,24.5
15/05/2003,0.01,4.45,35,23.5
16/05/2003,3.8,5.21,36.5,24
17/05/2003,0.01,4.59,36,23
18/05/2003,0,2.26,32,24
19/05/2003,2,2.67,35,24.5
20/05/2003,0,3.79,36,23
21/05/2003,0,2.94,36.5,23.5
22/05/2003,1.5,3.65,35,23.5
23/05/2003,18.4,4.4,35,23
24/05/2003,0.5,4.5,35,23
25/05/2003,0,3.3,35.5,23
26/05/2003,13,1.95,34,24
27/05/2003,4.2,2.59,35,25
28/05/2003,0,3.1,32,25
29/05/2003,3.8,2.27,34.5,24
30/05/2003,24.7,0.26,34,23.5
31/05/2003,8.8,3.15,29.5,24
01/06/2003,0.01,3.33,34,23
02/06/2003,0.01,5.17,34.5,23.5
03/06/2003,5,2.17,33.5,24
04/06/2003,5,3.67,29.5,23.5
05/06/2003,0.01,4,33.5,23
06/06/2003,14.3,1.83,34,24
07/06/2003,8.2,1.17,33.5,23
08/06/2003,6,1.28,33.5,23.5
09/06/2003,3.8,2.19,32.5,24
10/06/2003,3.3,3.9,36,23.5
11/06/2003,3.1,4.55,35,23
12/06/2003,14.1,2.18,35,24
13/06/2003,2.1,4.07,34.5,23.5
14/06/2003,0.01,4.25,33,24
15/06/2003,70,2.85,33,24
16/06/2003,0.3,6.14,34.5,23
17/06/2003,14.5,0.4,33.5,24
18/06/2003,4.3,3.2,33,23
19/06/2003,33.8,1.86,33,23
20/06/2003,27.3,0.3,30.5,22.5
21/06/2003,8.5,0.5,30,23
22/06/2003,0.8,3.99,33.5,23
23/06/2003,8.6,2.79,34.5,23
24/06/2003,45.3,1.85,32,23
25/06/2003,9.3,0.64,30.5,22.5
26/06/2003,0,1.37,31,22.5
27/06/2003,0,5.33,34.5,22.5
28/06/2003,18,1.89,34.5,23
29/06/2003,5.3,2.24,33.5,22.5
30/06/2003,2,3.17,34,23
01/07/2003,1.3,4.29,34.5,23.5
02/07/2003,1.8,4.71,35,23.5
03/07/2003,0,5.6,35,23
04/07/2003,0,4.94,35,23.5
05/07/2003,45.8,1.02,34.5,23.5
06/07/2003,2.5,4,34.5,23
07/07/2003,10.9,1.93,33,22.5
08/07/2003,5,2.57,33,23
09/07/2003,0,3.92,33,22.5
10/07/2003,0,4.92,35,22
11/07/2003,3.8,3.81,35,22.5
12/07/2003,18.2,2.68,34.5,22.5
13/07/2003,9.4,4.47,33.5,22.5
14/07/2003,12.9,1.62,33,22.5
15/07/2003,2.5,3.7,34.5,22
16/07/2003,29,1.26,34.5,23
17/07/2003,16,3.26,34,22
18/07/2003,4.5,2.46,34.5,23
19/07/2003,0,4.58,35,23
20/07/2003,0.2,4.09,36,23
21/07/2003,7.5,2.55,35.5,23
22/07/2003,0,5.05,35.5,23
23/07/2003,0,5.27,35,23
24/07/2003,4.9,3.24,35.5,23
25/07/2003,27.5,1.88,36,23.5
26/07/2003,9.8,3.17,34.5,22
27/07/2003,9.1,3.69,35.5,22
28/07/2003,12.1,3.28,33.5,23
29/07/2003,40,2.36,34,22.5
30/07/2003,1.5,1.94,32.5,23
31/07/2003,18.2,NULO,35,23
01/08/2003,0,2.77,33,22.5
02/08/2003,0.01,4.17,35,23
03/08/2003,21.5,2.26,34.5,23.5
04/08/2003,16.6,1.36,34.5,23.5
05/08/2003,26.8,0.77,33.5,23.5
06/08/2003,7.3,3.29,34,22.5
07/08/2003,0.5,4.06,35,23
08/08/2003,7.8,3.91,35,23
09/08/2003,50.8,2.75,34.5,22.5
10/08/2003,16.8,4.13,35,21.5
11/08/2003,19.5,2.1,34,22.5
12/08/2003,0,4.63,32.5,22
13/08/2003,0.01,4.43,35,22.5
14/08/2003,0,5.7,35.5,22
15/08/2003,20.5,3,35,23
16/08/2003,2.2,2.4,32.5,21
17/08/2003,15.5,1.62,31,22
18/08/2003,0,4.64,34,22.5
19/08/2003,12,4.36,35,23
20/08/2003,10.3,4.37,35.5,22
21/08/2003,0.4,4.2,35,23
22/08/2003,0.01,5.13,34,23.5
